group,feature,n,positives,negatives,pearson_r,pearson_p,spearman_rho,spearman_p,kendall_tau,kendall_p,anova_F,anova_p,kruskal_H,kruskal_p,mutual_info,auc_stump,thr_stump,dist_corr,hsic_rbf,hsic_p
ALL,median,5447,3118,2329,-0.22999940665738952,2.5632114675590094e-66,-0.2596701345808128,1.1965390712411398e-84,-0.21204254257927935,7.557089667485374e-82,304.1272630651695,2.5632114675638477e-66,367.2160401078624,7.557089667484645e-82,0.036865368993511005,0.3484814141685103,0.00328792465960985,,0.0023463863756812285,
ALL,vol_mean,5447,3118,2329,-0.10077659874641215,8.988622756556205e-14,-0.09753948579396436,5.419647926385413e-13,-0.08289427672428253,6.104694052505758e-13,55.86637453486399,8.988622756571556e-14,51.81297871962515,6.104694052511509e-13,0.002997955082403747,0.4433251049116875,0.0038295333637773,,0.00047913271344417093,
ALL,vol_std,5447,3118,2329,-0.08914994397103068,4.36223988003033e-11,-0.09510551938030712,2.0143882426216714e-12,-0.08082576176555596,2.2425663909942934e-12,43.62198965001057,4.3622398800372666e-11,49.259395761193645,2.242566390993059e-12,0.002997955082403747,0.4447393505376474,0.00275277815285455,,0.00044419942154732953,
ALL,vol_max,5447,3118,2329,-0.01004421644682929,0.4586025930203207,-0.033598927409715,0.013143423166761255,-0.02855416720386626,0.013156647869370288,0.54938124157944,0.45860259301933914,6.147923629111895,0.013156647869368399,0.0030504085954776716,0.4804774889827924,0.04133014814553155,,0.00012209405721751838,
ALL,vol_min,5447,3118,2329,,,,,,,,,,,0.005571431057017628,0.5,0.0,,6.860472726805892e-25,
ALL,gk_tminus1,5447,3118,2329,-0.06213045932274718,4.4570577130652794e-06,-0.07766662251803375,9.498649144464111e-09,-0.06346424295726172,9.950807801696166e-09,21.1002070897373,4.457057713070925e-06,32.850839763792365,9.950807801692924e-09,0.012688835143848776,0.4546824474629095,0.003515639939967225,,0.00028531647674909477,
